P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
2,4,3,2,3,6.16966,2.81,1.41,1.0,1.41,1.41,0.17705,0.39822,0.4793,190.22294,212.2404,196.28023,240.80672,234.48079,309.37109,2.8,-16.73382,2.68,267.29,0.718,0.0,0.72,89.91451,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.14338,0.4676,5,1,0.353,0.857,0.1255,-0.16,0.19,0.66,0.66529,0,1
2,4,3,2,3,5.90507,4.8,1.64,1.09,1.79,1.71,0.20771,0.52502,1.45068,210.49013,205.59111,264.06478,234.32942,272.05897,242.0923,5.2,-18.02529,3.11,48.62,0.168,0.21,0.16,89.74265,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.33957,0.9409,2,1,0.089,0.232,0.29885,-0.15,0.57,0.63,0.57393,0,1
2,2,3,1,3,6.74965,8.57,1.91,1.23,2.35,2.12,0.24816,0.50908,0.71327,173.07374,205.34806,247.4216,232.22362,236.38549,240.71837,10.6,-17.57088,3.63,48.14,0.1939,0.16,0.19,89.98206,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-25.86839,1.1499,3,1,0.122,0.316,0.25731,-0.14,1.0,0.49,0.71873,0,1
2,2,3,1,3,1.83043,8.57,1.91,1.23,2.35,2.12,0.2217,0.51804,1.30303,202.53987,186.9793,273.95871,246.02682,267.79795,254.03447,10.6,-17.09704,3.63,48.14,0.1939,0.16,0.19,89.89384,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-26.03957,1.1499,3,2,0.122,0.316,0.42142,-0.14,1.0,0.49,0.72564,0,1
2,4,3,2,3,1.98369,2.7,1.4,0.99,1.39,1.39,0.31933,0.40141,0.49812,218.34613,232.41799,250.30318,259.60865,233.08336,295.80474,2.7,-16.41855,2.65,39.03,0.156,0.03,0.16,89.8342,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.21679,1.19,6,4,0.096,0.251,-0.18199,-0.16,0.08,0.78,0.7739,0,1
2,4,3,2,3,7.88112,2.81,1.41,1.0,1.41,1.41,0.32693,0.39319,0.64577,175.769,203.85689,216.72323,202.47853,244.79918,254.03975,2.8,-16.99472,2.68,267.29,0.718,0.0,0.72,89.7125,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.40939,0.4676,5,2,0.353,0.857,0.39594,-0.16,0.19,0.66,0.61343,0,1
2,4,3,2,3,5.08688,4.8,1.64,1.09,1.79,1.71,0.31522,0.40708,0.32109,167.25337,220.32325,204.48309,235.00548,225.71249,239.55445,5.2,-16.84197,3.11,48.62,0.168,0.21,0.16,89.86975,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.58615,0.9409,2,1,0.089,0.232,0.35887,-0.15,0.57,0.63,0.57259,0,1
2,4,3,2,3,8.16275,2.81,1.41,1.0,1.41,1.41,0.18277,0.48612,1.08854,183.37737,202.26653,196.32609,210.19143,267.13359,301.6509,2.8,-17.77413,2.68,267.29,0.718,0.0,0.72,89.86618,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.16778,0.4676,5,3,0.353,0.857,0.28126,-0.16,0.19,0.66,0.5805,0,1
2,4,3,2,3,2.81806,2.34,1.34,0.97,1.3,1.32,0.49965,0.37126,1.17066,213.17153,225.37303,272.95765,232.42622,241.56748,240.3645,2.3,-17.47311,2.55,112.31,0.409,0.04,0.41,89.71019,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.31187,0.7685,1,2,0.274,0.681,-0.15898,-0.16,-0.06,0.73,0.63565,0,1
2,2,3,2,3,8.32823,5.21,1.68,1.11,1.86,1.76,0.44148,0.46891,0.44094,225.93699,214.96974,198.60793,258.39954,248.8769,239.43241,5.8,-17.407,3.18,67.27,0.2039,0.32,0.19,89.73052,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-26.10767,0.8847,3,3,0.086,0.225,-0.04214,-0.15,0.76,0.48,0.64291,0,1
2,2,3,2,3,2.60327,5.21,1.68,1.11,1.86,1.76,0.59962,0.28261,1.04837,194.35775,232.13038,260.01299,222.32079,240.17121,258.32602,5.8,-16.39909,3.18,67.27,0.2039,0.32,0.19,89.72966,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-26.17369,0.8847,3,2,0.086,0.225,-0.12648,-0.15,0.76,0.48,0.69202,0,1
2,4,3,2,3,6.24427,0.62,0.92,0.8,0.74,0.82,0.36976,0.374,0.82901,190.69828,188.97849,240.73147,213.18042,227.39396,265.18201,0.5,-16.43955,1.74,6.1,0.0282,0.09,0.03,89.91616,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.70603,2.2216,7,2,0.019,0.051,0.31398,-0.12,-0.68,0.55,0.79411,0,1
2,2,3,2,3,8.68648,7.26,1.83,1.19,2.17,1.99,0.5943,0.53778,0.6846,192.64131,199.73108,192.97531,205.69877,254.36117,267.50492,8.6,-17.75657,3.48,25.64,0.1254,0.09,0.12,89.90376,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-25.5401,0.9881,3,2,0.083,0.212,0.64323,-0.14,0.81,0.53,0.71383,0,1
2,2,3,2,3,7.47325,6.14,1.75,1.15,2.01,1.87,0.40542,0.6872,0.63475,174.13374,220.71866,263.27488,210.0076,269.27508,254.02502,7.0,-17.96956,3.33,63.34,0.283,0.12,0.28,89.84108,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.07871,0.8155,5,3,0.134,0.347,-0.38284,-0.14,0.86,0.51,0.70448,0,1
2,2,3,1,3,6.24082,8.7,1.92,1.24,2.37,2.13,0.27244,0.69017,0.40629,204.83579,213.89616,226.96957,223.54352,239.107,306.01081,10.8,-16.90719,3.64,57.32,0.176,0.1,0.18,89.96772,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-26.33412,1.1831,2,2,0.087,0.232,0.25441,-0.14,1.19,0.45,0.60112,0,1
2,4,3,2,3,7.31728,2.73,1.4,0.99,1.39,1.4,0.47025,0.31862,0.75543,212.32881,196.50133,258.58597,262.86665,226.74165,257.28541,2.7,-16.92021,2.66,86.83,0.3124,0.0,0.31,89.90262,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-25.8474,0.8699,1,2,0.178,0.456,0.45299,-0.16,0.12,0.83,0.65162,0,1
2,4,3,2,3,8.00606,0.62,0.92,0.8,0.74,0.82,0.45169,0.68669,0.55947,206.51136,212.48512,258.61489,209.78725,241.70502,239.27428,0.5,-17.90989,1.74,6.1,0.0282,0.09,0.03,89.93171,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.31094,2.2216,7,2,0.019,0.051,0.03862,-0.12,-0.68,0.55,0.66311,0,1
2,4,3,2,3,4.16852,2.81,1.41,1.0,1.41,1.41,0.33709,0.39605,0.70762,173.46559,207.96293,226.2203,248.50755,245.26281,231.90102,2.8,-17.5629,2.68,267.29,0.718,0.0,0.72,89.86253,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.62953,0.4676,5,3,0.353,0.857,0.28056,-0.16,0.19,0.66,0.76421,0,1
2,4,3,2,3,5.84933,0.62,0.92,0.8,0.74,0.82,0.63319,0.56554,1.18056,194.60684,208.93661,247.36519,250.60182,243.8204,296.53329,0.5,-17.02036,1.74,6.1,0.0282,0.09,0.03,89.8733,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.68747,2.2216,7,4,0.019,0.051,0.31731,-0.12,-0.68,0.55,0.79861,0,1
2,4,3,2,3,7.86352,4.8,1.64,1.09,1.79,1.71,0.17157,0.65013,1.04641,206.59161,230.11262,201.38326,236.98438,264.09684,290.16149,5.2,-17.23207,3.11,48.62,0.168,0.21,0.16,89.94187,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.36433,0.9409,2,2,0.089,0.232,0.41363,-0.15,0.57,0.63,0.7765,0,1
2,2,3,1,3,7.88361,8.57,1.91,1.23,2.35,2.12,0.15777,0.50682,1.53845,222.41869,201.62022,220.3366,230.7606,261.91066,240.73752,10.6,-17.44869,3.63,48.14,0.1939,0.16,0.19,89.926,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-26.25118,1.1499,3,4,0.122,0.316,-0.27452,-0.14,1.0,0.49,0.64347,0,1
2,4,3,2,3,8.69459,4.8,1.64,1.09,1.79,1.71,0.34456,0.63727,0.82744,188.77104,191.49046,248.55987,203.77259,227.90971,281.53682,5.2,-16.27686,3.11,48.62,0.168,0.21,0.16,89.75198,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.68944,0.9409,2,4,0.089,0.232,0.57849,-0.15,0.57,0.63,0.58349,0,1
2,2,3,1,3,8.5652,14.78,2.18,1.42,3.1,2.6,0.46884,0.45893,0.91874,185.03006,214.4543,269.76996,233.28815,262.76735,286.1129,21.0,-17.82765,4.15,247.35,0.677,0.0,0.68,89.80298,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-26.20544,0.488,3,1,0.348,0.846,0.06388,-0.13,1.77,0.36,0.82353,0,1
2,2,3,1,3,6.11993,8.7,1.92,1.24,2.37,2.13,0.52778,0.36852,1.19709,224.99108,200.87631,248.27223,243.78771,235.19378,271.87134,10.8,-17.42292,3.64,57.32,0.176,0.1,0.18,89.73585,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-26.28699,1.1831,2,4,0.087,0.232,0.52227,-0.14,1.19,0.45,0.70535,0,1
2,2,3,1,3,6.53561,14.78,2.18,1.42,3.1,2.6,0.26261,0.5212,1.08047,208.14917,208.79995,241.85202,242.11179,264.55801,314.8525,21.0,-17.49107,4.15,247.35,0.677,0.0,0.68,89.71406,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-25.48848,0.488,3,2,0.348,0.846,0.01562,-0.13,1.77,0.36,0.59743,0,1
2,4,3,2,3,7.01728,1.27,1.12,0.9,1.01,1.06,0.39118,0.32768,1.06118,184.56641,224.12746,243.1273,252.16054,237.60586,285.2343,1.1,-16.73322,2.13,11.19,0.0485,0.35,0.05,89.85628,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-25.70525,1.654,1,2,0.032,0.086,0.29392,-0.17,-0.39,0.64,0.70595,0,1
2,2,3,2,3,1.42376,7.09,1.82,1.18,2.15,1.98,0.20123,0.37357,0.77796,216.17708,189.69341,200.3474,262.13653,244.71059,280.27113,8.4,-17.66719,3.45,197.8,0.6,0.29,0.57,89.79123,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-26.17415,0.6042,6,2,0.379,0.917,0.32266,-0.14,0.77,0.56,0.65394,1,1
2,2,3,2,3,5.76237,7.09,1.82,1.18,2.15,1.98,0.514,0.6649,0.79895,227.12399,191.61047,225.54409,246.81182,262.61768,268.0666,8.4,-17.11425,3.45,197.8,0.6,0.29,0.57,89.80278,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.99004,0.6042,6,3,0.379,0.917,-0.12315,-0.14,0.77,0.56,0.61345,1,1
2,4,3,2,3,8.50684,2.7,1.4,0.99,1.39,1.39,0.45873,0.41634,1.21953,185.03618,189.71954,205.37832,250.48394,245.48999,287.31785,2.7,-17.68215,2.65,39.03,0.156,0.03,0.16,89.73342,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.06767,1.19,6,4,0.096,0.251,-0.01267,-0.16,0.08,0.78,0.56129,0,1
2,2,3,1,3,1.41014,8.57,1.91,1.23,2.35,2.12,0.3755,0.58658,1.02838,179.93214,198.07106,203.51614,247.04093,265.62759,248.55989,10.6,-16.74766,3.63,48.14,0.1939,0.16,0.19,89.97275,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-26.1771,1.1499,3,3,0.122,0.316,0.30557,-0.14,1.0,0.49,0.78514,0,1
2,4,3,2,3,6.12291,2.73,1.4,0.99,1.39,1.4,0.39739,0.60154,0.63089,202.35418,181.70397,199.6157,265.67087,226.12128,297.64412,2.7,-17.68141,2.66,86.83,0.3124,0.0,0.31,89.73141,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-26.30418,0.8699,1,1,0.178,0.456,0.05461,-0.16,0.12,0.83,0.62637,0,1
2,4,3,2,3,1.99242,0.62,0.92,0.8,0.74,0.82,0.47199,0.62287,0.41106,185.41864,199.53123,253.62629,210.0152,226.63742,265.95088,0.5,-17.3342,1.74,6.1,0.0282,0.09,0.03,89.88781,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.96408,2.2216,7,3,0.019,0.051,0.62771,-0.12,-0.68,0.55,0.732,0,1
2,2,3,2,3,8.32809,5.21,1.68,1.11,1.86,1.76,0.39732,0.3128,1.06209,183.38556,183.44766,263.25386,245.80704,235.83074,307.41231,5.8,-17.09199,3.18,67.27,0.2039,0.32,0.19,89.81261,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-25.67379,0.8847,3,3,0.086,0.225,0.30752,-0.15,0.76,0.48,0.66282,0,1
2,4,3,2,3,8.24359,4.8,1.64,1.09,1.79,1.71,0.53902,0.59916,1.20164,169.32026,202.06726,207.50519,211.91161,234.40727,247.8823,5.2,-16.4461,3.11,48.62,0.168,0.21,0.16,89.78526,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.69746,0.9409,2,2,0.089,0.232,0.34184,-0.15,0.57,0.63,0.85374,0,1
2,4,3,2,3,3.37088,2.73,1.4,0.99,1.39,1.4,0.2891,0.30601,1.18124,179.29071,199.99992,280.7095,233.92182,229.04359,267.01418,2.7,-16.93617,2.66,86.83,0.3124,0.0,0.31,89.97437,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-26.12197,0.8699,1,4,0.178,0.456,0.04109,-0.16,0.12,0.83,0.86469,0,1
2,4,3,2,3,2.24835,0.62,0.92,0.8,0.74,0.82,0.44363,0.55585,0.46522,183.44359,199.89204,239.50825,212.15053,243.22634,295.2088,0.5,-17.13603,1.74,6.1,0.0282,0.09,0.03,89.94505,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.47131,2.2216,7,2,0.019,0.051,-0.41327,-0.12,-0.68,0.55,0.60117,0,1
2,2,3,1,3,6.64307,8.57,1.91,1.23,2.35,2.12,0.20157,0.54429,0.66409,169.57342,194.8807,235.60957,249.82974,244.22138,259.57637,10.6,-16.41574,3.63,48.14,0.1939,0.16,0.19,89.86598,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-26.27493,1.1499,3,2,0.122,0.316,0.575,-0.14,1.0,0.49,0.77634,0,1
2,4,3,2,3,7.02295,2.7,1.4,0.99,1.39,1.39,0.36077,0.44626,0.87047,184.58796,202.27475,268.55204,250.68898,268.27848,276.97221,2.7,-17.96161,2.65,39.03,0.156,0.03,0.16,89.91539,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.38824,1.19,6,1,0.096,0.251,0.29344,-0.16,0.08,0.78,0.59342,0,1
2,4,3,2,3,3.87051,0.62,0.92,0.8,0.74,0.82,0.54852,0.62532,0.6477,202.04841,207.05285,193.68368,249.78605,260.69212,233.3225,0.5,-17.2893,1.74,6.1,0.0282,0.09,0.03,89.82259,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.21343,2.2216,7,3,0.019,0.051,0.1937,-0.12,-0.68,0.55,0.64011,0,1
2,2,3,2,3,6.43744,6.14,1.75,1.15,2.01,1.87,0.58046,0.59775,1.14648,214.1332,199.23685,268.40924,204.42854,246.30131,237.89949,7.0,-16.43052,3.33,63.34,0.283,0.12,0.28,89.82491,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.22243,0.8155,5,3,0.134,0.347,0.61406,-0.14,0.86,0.51,0.62344,0,1
2,2,3,2,3,3.21721,5.21,1.68,1.11,1.86,1.76,0.57163,0.53497,1.25792,217.36681,226.02193,265.65415,222.24118,260.06747,239.66364,5.8,-17.07153,3.18,67.27,0.2039,0.32,0.19,89.70549,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-26.25193,0.8847,3,1,0.086,0.225,0.31876,-0.15,0.76,0.48,0.83768,0,1
2,4,3,2,3,2.09777,2.34,1.34,0.97,1.3,1.32,0.471,0.40317,0.75327,217.35896,189.92135,223.90462,231.19605,257.87978,279.44545,2.3,-17.01325,2.55,112.31,0.409,0.04,0.41,89.89953,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-25.49411,0.7685,1,2,0.274,0.681,0.55684,-0.16,-0.06,0.73,0.81354,0,1
2,4,3,2,3,5.52817,4.8,1.64,1.09,1.79,1.71,0.51558,0.60986,0.97734,221.92841,207.69917,259.71823,220.84557,255.66516,287.79629,5.2,-16.67146,3.11,48.62,0.168,0.21,0.16,89.74717,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.31931,0.9409,2,2,0.089,0.232,0.207,-0.15,0.57,0.63,0.65436,0,1
2,4,3,2,3,3.70427,2.34,1.34,0.97,1.3,1.32,0.38063,0.6667,1.17212,188.68654,197.07717,235.42154,255.52221,226.2708,257.47998,2.3,-17.31094,2.55,112.31,0.409,0.04,0.41,89.74943,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-25.42927,0.7685,1,2,0.274,0.681,-0.18856,-0.16,-0.06,0.73,0.8377,0,1
2,4,3,2,3,6.83346,2.81,1.41,1.0,1.41,1.41,0.47088,0.46433,0.83165,193.6046,188.39201,226.32902,241.52389,268.79713,276.13008,2.8,-17.83354,2.68,267.29,0.718,0.0,0.72,89.99528,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.92545,0.4676,5,1,0.353,0.857,0.58128,-0.16,0.19,0.66,0.71187,0,1
2,4,3,2,3,3.59631,1.27,1.12,0.9,1.01,1.06,0.41549,0.67643,0.47983,167.80349,190.46024,211.71913,259.63261,242.69363,279.38994,1.1,-16.23457,2.13,11.19,0.0485,0.35,0.05,89.74664,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-25.42374,1.654,1,1,0.032,0.086,0.36218,-0.17,-0.39,0.64,0.79576,0,1
2,2,3,2,3,2.4506,7.26,1.83,1.19,2.17,1.99,0.1742,0.49621,1.05907,174.4591,224.5245,213.62956,257.4458,235.73449,283.5296,8.6,-17.58316,3.48,25.64,0.1254,0.09,0.12,89.89178,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-26.39387,0.9881,3,2,0.083,0.212,-0.07665,-0.14,0.81,0.53,0.64674,0,1
2,4,3,2,3,5.63663,4.8,1.64,1.09,1.79,1.71,0.35187,0.51561,0.97884,181.3174,211.57508,222.5136,202.98497,256.72615,301.06612,5.2,-16.98097,3.11,48.62,0.168,0.21,0.16,89.92925,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.98661,0.9409,2,2,0.089,0.232,-0.40323,-0.15,0.57,0.63,0.6383,0,1
2,4,3,2,3,5.74545,2.7,1.4,0.99,1.39,1.39,0.48918,0.53272,0.70091,180.26578,218.48429,198.56672,237.5274,267.50962,259.32305,2.7,-16.3114,2.65,62.24,0.213,0.02,0.21,89.99313,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.70755,0.8714,6,1,0.096,0.251,-0.4081,-0.16,0.23,0.63,0.81101,0,1
2,2,3,1,3,5.21302,8.7,1.92,1.24,2.37,2.13,0.32076,0.57011,1.2135,196.75372,199.40063,260.45978,249.08197,237.48397,298.1682,10.8,-17.55859,3.64,57.32,0.176,0.1,0.18,89.91616,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-26.10239,1.1831,2,3,0.087,0.232,0.37668,-0.14,1.19,0.45,0.79755,0,1
2,4,3,2,3,5.41326,2.81,1.41,1.0,1.41,1.41,0.3599,0.30143,0.99248,199.69057,228.39217,243.62219,240.50048,253.34574,295.38,2.8,-16.86779,2.68,267.29,0.718,0.0,0.72,89.97328,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.21716,0.4676,5,1,0.353,0.857,0.06364,-0.16,0.19,0.66,0.69884,0,1
2,4,3,2,3,6.59063,2.34,1.34,0.97,1.3,1.32,0.38195,0.69504,0.32386,202.63799,207.3389,269.14597,252.72378,256.22192,313.34775,2.3,-17.11426,2.55,112.31,0.409,0.04,0.41,89.73683,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-25.67422,0.7685,1,1,0.274,0.681,0.07312,-0.16,-0.06,0.73,0.84242,0,1
2,4,3,2,3,3.86005,1.27,1.12,0.9,1.01,1.06,0.53449,0.33481,1.08762,196.07029,189.96024,281.91003,261.44382,263.35718,290.07393,1.1,-17.71792,2.13,11.19,0.0485,0.35,0.05,89.74522,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-25.48602,1.654,1,3,0.032,0.086,0.35153,-0.17,-0.39,0.64,0.85591,0,1
2,4,2,2,3,7.15709,0.68,1.04,0.6,0.62,0.81,0.35586,0.64037,0.50565,186.12548,182.9878,238.61084,234.0685,227.96935,242.23383,0.4,-16.86721,1.99,9.21,0.0371,0.06,0.04,89.70757,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.63012,1.684,7,2,0.019,0.051,-0.16792,0.25,-0.63,0.59,0.74521,0,1
2,2,3,2,3,6.61912,5.21,1.68,1.11,1.86,1.76,0.46619,0.28568,1.10087,182.44569,227.0796,264.61264,260.4,245.38697,271.5364,5.8,-17.48775,3.18,67.27,0.2039,0.32,0.19,89.96914,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-26.39434,0.8847,3,2,0.086,0.225,0.31669,-0.15,0.76,0.48,0.59727,0,1
2,4,3,2,3,4.46557,1.27,1.12,0.9,1.01,1.06,0.53748,0.67518,0.95028,186.77256,232.29164,198.67941,238.23508,270.00611,271.10457,1.1,-16.27024,2.13,11.19,0.0485,0.35,0.05,89.93811,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-26.34933,1.654,1,1,0.032,0.086,0.08867,-0.17,-0.39,0.64,0.5753,0,1
2,4,3,2,3,1.62105,4.8,1.64,1.09,1.79,1.71,0.48944,0.43626,0.61265,214.52249,186.94321,258.58302,211.76253,271.11514,277.00364,5.2,-16.88342,3.11,48.62,0.168,0.21,0.16,89.95859,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.6252,0.9409,2,3,0.089,0.232,-0.06817,-0.15,0.57,0.63,0.69333,0,1
2,4,3,2,3,2.7611,0.62,0.92,0.8,0.74,0.82,0.20335,0.34752,0.9075,223.04238,186.52491,241.76738,242.67044,237.0519,238.18059,0.5,-17.78327,1.74,6.1,0.0282,0.09,0.03,89.79766,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.05347,2.2216,7,2,0.019,0.051,-0.01405,-0.12,-0.68,0.55,0.77626,0,1
2,4,3,2,3,5.46271,2.7,1.4,0.99,1.39,1.39,0.40043,0.33995,1.31096,193.99317,216.1132,254.27688,204.87718,245.05652,247.23497,2.7,-16.83314,2.65,62.24,0.213,0.02,0.21,89.75196,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.47651,0.8714,6,1,0.096,0.251,-0.20371,-0.16,0.23,0.63,0.85397,0,1
2,4,3,2,3,1.99956,1.27,1.12,0.9,1.01,1.06,0.34131,0.6235,0.55093,227.89507,193.84771,239.00391,255.40739,236.0452,253.8139,1.1,-17.47387,2.13,11.19,0.0485,0.35,0.05,89.99738,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-26.01405,1.654,1,1,0.032,0.086,0.32777,-0.17,-0.39,0.64,0.66436,0,1
2,4,3,2,3,8.5208,2.7,1.4,0.99,1.39,1.39,0.62894,0.47647,0.45991,227.69614,192.35217,201.43039,207.77785,237.85737,260.98131,2.7,-17.89608,2.65,62.24,0.213,0.02,0.21,89.74379,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.81336,0.8714,6,3,0.096,0.251,0.58764,-0.16,0.23,0.63,0.57928,0,1
2,4,3,2,3,5.66025,2.73,1.4,0.99,1.39,1.4,0.37339,0.43179,0.95582,199.8915,213.09134,222.53613,263.27833,241.87081,231.64395,2.7,-16.66098,2.66,86.83,0.3124,0.0,0.31,89.77771,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-25.78123,0.8699,1,2,0.178,0.456,0.44551,-0.16,0.12,0.83,0.62364,0,1
2,4,3,2,3,3.13285,2.73,1.4,0.99,1.39,1.4,0.47324,0.54911,1.06662,225.91048,210.67892,230.76197,212.00153,241.12507,283.1363,2.7,-16.6842,2.66,86.83,0.3124,0.0,0.31,89.71446,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-26.23206,0.8699,1,1,0.178,0.456,0.56971,-0.16,0.12,0.83,0.7851,0,1
